Name,Prefix,Date Joined,Date of Last Deposit,Date of Last Query,Reference Links Live
American Thoracic Society,10.1165,"Apr 01, 2002","May 10, 2016","Dec 09, 2015",Yes
American Thoracic Society,10.1513,"Apr 01, 2002","May 10, 2016","Dec 09, 2015",Yes
American Thoracic Society,10.1164,"Apr 01, 2002","May 11, 2016","Dec 09, 2015",Yes
American Thoracic Society,10.1165,"Apr 01, 2002","May 10, 2016","Dec 09, 2015",Yes
American Thoracic Society,10.1513,"Apr 01, 2002","May 10, 2016","Dec 09, 2015",Yes
American V-King Scientific Publishers,10.14511,"Nov 20, 2013","Oct 13, 2015",unknown,-
American Vacuum Society,10.1116,"Jul 01, 2000","May 11, 2016","Mar 09, 2015",-
American Veterinary Medical Association,10.2460,"Nov 11, 2005","May 02, 2016","May 11, 2016",Yes
American Water Works Association,10.5942,"Sep 26, 2011","Apr 27, 2016",unknown,-
American Water Works Association - Opflow,10.5991,"Sep 26, 2011","Apr 27, 2016",unknown,-
American Water Works Association - Standards,10.12999,"Sep 26, 2011","Dec 01, 2015",unknown,-
"American Water Works Association, IDA Journal",10.7159,"Sep 26, 2011",unknown,unknown,-
Ammons Scientific,10.2466,"Nov 28, 2005","Mar 30, 2016","Jan 22, 2016",Yes
"AMS Press, Inc.",10.7756,"Jul 05, 2012","Aug 31, 2015",unknown,-
Amsterdam University Press,10.5117,"May 17, 2010","May 11, 2016",unknown,-
AMSUS,10.7205,"Mar 01, 2012","May 09, 2016",unknown,-
Ana Dili Egitimi Dergisi ADED,10.16916,,"Jul 26, 2015",unknown,-
Anadolu Ege Tarimsal Arastirmalar Enstitusu Dergisi,10.18615,,unknown,unknown,-
Anadolu Journal of Agricultural Sciences,10.7161,"Jan 19, 2012","Oct 05, 2015",unknown,-
Anadolu Universitesi Bilim ve Teknoloji Dergisi C : Yasam Bilimleri ve Biyoteknoloji,10.18036,,"Mar 25, 2016",unknown,-
Anadolu Universitesi Bilim ve Teknoloji Dergisi-A: Uygulamali Bilimler ve Muhendislik,10.18038,,"Apr 25, 2016",unknown,-
Anadolu Universitesi Egitim Bilimleri Enstitusu Dergisi,10.18039,,"Feb 11, 2016",unknown,-
Anadolu Universitesi Sosyal Bilimler Dergisi,10.18037,,"Jan 29, 2016",unknown,-
Anadolu University Journal of Art and Design,10.20488,,unknown,unknown,-
Anadolu University Journal of Science and Technology â B Theoretical Sciences,10.20290,,"Mar 18, 2016",unknown,-
ANAP - Associacao Amigos de Natureza de Alta Paulista,10.17271,,"May 01, 2016",unknown,-
Anatolia: Turizm Arastirmalri Dergisi,10.17123,,"Dec 28, 2015",unknown,-
Anatomische Gesellschaft,10.3337,"Jun 20, 2007",unknown,unknown,-
Ancestral Health Society,10.15310,"Apr 02, 2014","Oct 13, 2015",unknown,-
"Andrew John Publishing, Inc.",10.19144,,"Apr 13, 2016",unknown,-
"Andrew John Publishing, Inc.",10.21282,,unknown,unknown,-
"Andrew John Publishing, Inc.",10.19144,,"Apr 13, 2016",unknown,-
"Andrew John Publishing, Inc.",10.21282,,unknown,unknown,-
Anemon Mus Alparslan Universitesi Sosyal Bilimler Dergisi,10.18506,,"Dec 15, 2015",unknown,-
ANGRAD,10.13058,,"Nov 30, 2015",unknown,-
Ani Publishing and Consulting Company,10.14689,"Jan 02, 2014","May 11, 2016","Feb 14, 2014",-
Ankara Medical Journal,10.17098,,"Mar 04, 2016",unknown,-
Ankara Universitesi Egitim Bilimleri Fakultesi Ozel Egitim Dergisi,10.21565,,unknown,unknown,-
Ankara Universitesi SBF Dergisi,10.16987,,"Apr 03, 2015",unknown,-
Ankara University,10.1501,"Nov 12, 2007","May 11, 2016","Jul 01, 2015",Yes
Ankara University Faculty of Agriculture,10.15832,,unknown,unknown,-
Annals of Family Medicine,10.1370,"Apr 01, 2003","Mar 10, 2016","Oct 05, 2015",Yes
"Annals of Mathematics, Princeton U",10.4007,"Sep 03, 2008","Apr 18, 2016",unknown,Yes
Annals of Surgical Hepatology,10.16931,,unknown,unknown,-
"Annex Publishers, LLC",10.15744,,"May 03, 2016",unknown,-
Annual Reviews,10.1146,"Jul 01, 2000","May 11, 2016","May 11, 2016",Yes
ANO Clinic of NNIITO,10.14531,"Nov 21, 2013","Mar 08, 2016",unknown,-
ANO NCR,10.21569,,unknown,unknown,-
ANPEGE - Revista,10.5418,"Jan 24, 2011","Mar 24, 2016",unknown,-
ANPOCS,10.17666,,"Apr 12, 2016",unknown,-
ANPOLL,10.18309,,"Dec 22, 2015",unknown,-
ANPTUR - Associacao Nacional de Pesquisa e Pos Graducao em Turismo,10.7784,"Aug 22, 2012","May 10, 2016",unknown,-
ANPUR,10.13061,"May 20, 2013",unknown,unknown,-
Anthropologiai Kozlemenyek,10.20330,,"Feb 05, 2016",unknown,-
Anthropological Society of Nippon,10.1537,"Jan 01, 2004","Apr 21, 2016",unknown,Yes
Antibodypedia,10.7720,"Jul 19, 2012",unknown,unknown,-
Antiquity Publications,10.15184,"Feb 24, 2014","Apr 06, 2016",unknown,-
Anyanyelv-pedagogia,10.21030,,unknown,unknown,-
AOSIS,10.4102,"Jan 26, 2009","May 11, 2016","Sep 18, 2015",-
AOTA Press,10.5014,"Nov 17, 2009","May 04, 2016",unknown,-
AOTA Press,10.7139,"Nov 17, 2009",unknown,unknown,-
AOTA Press,10.5014,"Nov 17, 2009","May 04, 2016",unknown,-
AOTA Press,10.7139,"Nov 17, 2009",unknown,unknown,-
AOTA Press (AOTA Continuing Education),10.7140,"Nov 17, 2009",unknown,unknown,-
AOTA Press (AOTA Special Interest Section Quarterlies),10.7145,"Nov 17, 2009",unknown,unknown,-
AOTA Press (OT Practice Magazine),10.7138,"Nov 17, 2009","Mar 31, 2014",unknown,-
Aperito Online Publishing Private Limited,10.14437,"Oct 30, 2013","May 11, 2016",unknown,-
APESC - Associacao Pro-Ensino em Santa Cruz do Sul,10.17058,,"May 10, 2016",unknown,-
APGF-IFGW/UNICAMP,10.5196,"May 10, 2010","Dec 17, 2015",unknown,Yes
APO Society of Specialists in Heart Failure,10.18087,,"Apr 07, 2016",unknown,-
Appellate Press Ltd,10.19152,,unknown,unknown,-
Applied Ecology and Environmental Research,10.15666,,"Apr 28, 2016",unknown,-
Applied Linguistics Association of Korea,10.17154,,"Apr 13, 2016",unknown,-
Applied mathematics & Computation Center,10.19029,,"Mar 13, 2016",unknown,-
Applied Probability Trust,10.1239,"May 01, 2002","Jan 05, 2016","Oct 05, 2015",Yes
Applied Science and Analysis,10.5044,"Dec 17, 2009",unknown,unknown,-
"Applied Systems, srl",10.15190,"Feb 11, 2014","Apr 03, 2016",unknown,-
Appris Editora e Livraria Eireli - ME,10.18366,,"Apr 28, 2016","Jul 22, 2015",-
Aquatic Mammals Journal,10.1578,"Feb 01, 2004","Feb 19, 2016",unknown,Yes
"AR-Consult, LLC",10.18534,,"Dec 15, 2015",unknown,-
"Ar-Raniry, International Journal of Islamic Studies",10.20859,,unknown,unknown,-
Arachnological Society of Japan,10.2476,"Jan 03, 2006","Jan 01, 2016",unknown,Yes
Arachnologische Gesellschaft e.v.,10.5431,"Oct 12, 2010","Apr 30, 2016",unknown,-
Araucaria Comunicacao Integrada,10.7902,"Sep 20, 2012","Oct 01, 2015",unknown,-
"Arc Medieval Press, Medieval Institute Publications (Western Michigan University)",10.17302,,unknown,unknown,-
ARC Publications Pvt Ltd.,10.20431,,"May 10, 2016",unknown,-
ARC Publishing Scientific Consulting,10.21035,,"Apr 26, 2016",unknown,-
Archaeological Institute of America,10.3764,"Dec 18, 2007","May 11, 2016","Dec 21, 2015",Yes
Architectural Institute of Japan,10.3130,"Dec 19, 2006","Apr 29, 2016",unknown,Yes
Architectural Institute of Korea,10.5659,"Mar 22, 2011","Apr 27, 2016",unknown,Yes
Archives Medical Review Journal,10.17827,,"Feb 04, 2016",unknown,-
Archives of Endocrinology and Metabolism,10.20945,,unknown,unknown,-
Archives of Health Investigation,10.21270,,"Mar 31, 2016",unknown,-
Archives of Pathology and Laboratory Medicine,10.5858,"Aug 18, 2011","May 03, 2016","Apr 29, 2016",-
Archives of Plastic Surgery (KAMJE),10.5999,"Nov 23, 2011","Mar 23, 2016","Apr 26, 2016",-
"Area de Innovacion y Desarrollo, S.L. - 3 Ciencias",10.17993,,"May 08, 2016","May 15, 2015",-
ARGESIM Arbeitsgemeinschaft Simulation News,10.11128,"Nov 19, 2012","Apr 03, 2016","Dec 03, 2013",-
Argumentum,10.18315,,"May 02, 2016","Dec 18, 2015",-
ARI Journal,10.18432,,unknown,unknown,-
Arkiv Forlag & Tidskrift,10.13068,"May 20, 2013","Dec 02, 2013",unknown,-
Armenian Association of Endoscopic Surgery,10.3361,"Jul 27, 2007",unknown,unknown,-
Army Military History Institute,10.17934,,"Dec 02, 2015",unknown,-
Arnold Publishers,10.1191,"Aug 01, 2001","Apr 29, 2016","Sep 14, 2015",Yes
Arquivos em Odontologia,10.7308,"Mar 19, 2012","Jan 15, 2014",unknown,-
Arterialnaya Gipertenziya,10.18705,,"Feb 22, 2016",unknown,-
Artvin Coruh Universitesi Orman Fakultesi Dergisi,10.17474,,"Jan 13, 2016",unknown,-
Arunai Publications Private Limited,10.20468,,unknown,unknown,-
Ashdin Publishing,10.4303,"Sep 08, 2009","May 11, 2016",unknown,-
Asia Business Research Corporation,10.14707,"Jan 22, 2014","Jan 13, 2016",unknown,-
Asia Minor Studies,10.17067,,"Jan 28, 2016",unknown,-
Asia Pacific Association for Gambling Studies,10.17536,,unknown,unknown,-
"Asia Pacific Association of Allergy, Asthma, and Clinical Immunology (KAMJE)",10.5415,"Oct 26, 2010","May 07, 2016","Apr 26, 2016",-
Asia Press,10.15383,"Apr 16, 2014","Apr 10, 2016",unknown,-
Asia-Pacific Research Center,10.21196,,unknown,unknown,-
Asian Australasian Association of Animal Production Societies,10.5713,"Apr 19, 2011","Apr 21, 2016",unknown,Yes
Asian Business Consortium,10.15590,"Jul 01, 2014",unknown,unknown,-
Asian Concrete Federation,10.18702,,"Dec 27, 2015",unknown,-
Asian Culture Society International,10.6031,"Nov 28, 2011","Jul 24, 2015",unknown,-
Asian Educational Journal Publishing Group,10.20448,,"Mar 10, 2016",unknown,-
Asian Electric Vehicle Society,10.4130,"Feb 17, 2009","Jan 17, 2016",unknown,Yes
Asian Journal of Chemistry,10.14233,"Jul 29, 2013","May 10, 2016",unknown,-
Asian Journal of Education,10.15753,,"Dec 02, 2015",unknown,-
Asian Network for Public Opinion Research,10.15206,"Feb 18, 2014","Apr 14, 2016",unknown,-
Asian Network for Scientific Information,10.3830,"Mar 10, 2008",unknown,unknown,-
Asian Pacific Journal of Tropical Medicine Press,10.12980,"Apr 08, 2013","Apr 18, 2016","Sep 14, 2015",-
Asian Pacific Organization for Cancer Prevention,10.7314,"Mar 12, 2012","Apr 25, 2016",unknown,-
Asian Pacific Prostate Society,10.12954,"Mar 26, 2013","Mar 31, 2014",unknown,-
Asian Scientific Publishers,10.17571,,"Jan 01, 2016",unknown,-
Asian Society of Gynecologic Oncology; Korean Society of Gynecologic Oncology and Colposcopy (KAMJE),10.3802,"Jan 23, 2008","May 12, 2016","Apr 26, 2016",Yes
Asian Society of Human Services,10.14391,"Oct 02, 2013","Apr 29, 2016",unknown,-
ASME International,10.1115,"Jul 01, 2000","May 12, 2016",unknown,Yes
Asociacion Argentina de Ortopedia y Traumatologia,10.15417,,"Feb 19, 2016",unknown,-
Asociacion Castellano-Manchega de Sociologia (ACMS),10.20932,,"May 02, 2016",unknown,-
Asociacion Cientifica ICONO14,10.7195,"Feb 13, 2012","Feb 23, 2016",unknown,-
Asociacion Colombiana de Profesores de Ingles - ASOCOPI,10.19183,,"May 03, 2016",unknown,-
Asociacion de Antropologia Biologia Argentina,10.17139,,"Apr 13, 2016",unknown,-
Asociacion Espanola de Ciencia Politica y de al Administracion,10.21308,,unknown,unknown,-
Asociacion Espanola de Ecologia Terrestre,10.7818,"Oct 01, 2012","Apr 26, 2016",unknown,-
Asociacion Espanola de Economia Agraria,10.7201,"Feb 22, 2012","Jul 23, 2015",unknown,-
Asociacion Espanola de Economia del Trabajo,10.21114,,unknown,unknown,-
Asociacion Espanola de Fitosociologia,10.5616,"Mar 16, 2011",unknown,unknown,-
Asociacion Espanola de Profesores de Derecho Internacional y Relaciones Internacional,10.17103,,"Apr 25, 2016",unknown,-
Asociacion Espanola para la Inteligencia Artificial,10.4114,"Feb 04, 2009","Jul 03, 2015",unknown,-
Asociacion Herpetologica Espanola,10.11160,"Nov 28, 2012","Oct 09, 2015",unknown,-
Asociacion INFAD,10.17060,,unknown,unknown,-
Asociacion Interprofesional Desarrollo Agrario AIDA,10.12706,"Feb 11, 2013","Sep 09, 2015",unknown,-
Asociacion Japonesa de Hispanistas,10.4994,"Oct 15, 2009","May 09, 2016",unknown,Yes
Asociacion Mexicana de Comportamiento y Salud,10.5460,"Nov 01, 2010","Nov 02, 2015",unknown,-
Asociacion Mexicana de Mastozoologia A.C.,10.12933,"Mar 21, 2013","Feb 24, 2016",unknown,-
Asociacion Nacional de Historia y Anthropologia de los Cuidados,10.7184,"Feb 27, 2012",unknown,unknown,-
Asociacion Paleontologica Argentina,10.5710,"Apr 19, 2011","May 09, 2016","May 09, 2016",-
Asociacion Paleontologica Argentina,10.20313,"Apr 19, 2011",unknown,unknown,-
Asociacion Paleontologica Argentina,10.5710,"Apr 19, 2011","May 09, 2016","May 09, 2016",-
Asociacion Paleontologica Argentina,10.20313,"Apr 19, 2011",unknown,unknown,-
Asociacion Peruana de Reproduccion Animal,10.18548,,"Dec 30, 2015",unknown,-
Asociatia Geograhia Technica,10.21163,,unknown,unknown,-
Asociatia LUMEN,10.18662,,"Jan 20, 2016",unknown,-
Asociatia Pentru Cresterea Vizibilitatii Cercetarii Stiintifice (ACVCS),10.18683,,"Apr 17, 2016",unknown,-
Asociatia Pentru Inginerie Integrata Si Management Industrial,10.15660,,"Feb 13, 2016",unknown,-
Associacao Aerospacial Brasileira,10.7446,"Apr 12, 2012",unknown,unknown,-
Associacao Brasileira da Rede Unida,10.18310,,"Apr 22, 2016",unknown,-
Associacao Brasileira de Criminalistica - ABC,10.15260,"Mar 25, 2014","Apr 22, 2016","Apr 22, 2016",-
Associacao Brasileira de Eletronica de Potencia SOBRAEP,10.18618,,"Feb 02, 2016",unknown,-
Associacao Brasileira de Engenharia de Producao - ABEPRO,10.14488,"Nov 11, 2013","Apr 25, 2016",unknown,-
Associacao Brasileira de Estudos Populacionais,10.20947,,"May 11, 2016",unknown,-
Associacao Brasileira de Etica e Odontologia Legal (ABOL),10.18570,,unknown,unknown,-
Associacao Brasileira de Inteligencia Computacional - ABRICOM,10.21528,,"May 05, 2016",unknown,-
Associacao Brasileira de Odontologia Rio de Janeiro (ABORJ),10.18363,,"Apr 28, 2016",unknown,-
Associacao Brasileira de Pavimentacao,10.21526,,unknown,unknown,-
Associacao Brasileira de Psicologia,10.9788,"Oct 25, 2012","Apr 15, 2016",unknown,-
Associacao Brasileira de Recursos Hidricos - ABRH,10.21168,,"Apr 30, 2016",unknown,-
Associacao Brasileira de Relacoes Internacionais - ABRI,10.21530,,unknown,unknown,-
Associacao Convergir Sustentavel,10.18068,,"Jun 20, 2015",unknown,-
Associacao de Apoio a Pesquisa em Saude Bucal,10.4034,"Oct 07, 2008","May 05, 2016",unknown,-
Associacao de Estudos E Pesquisas Em Politicas E Practicas Curriculares,10.15687,,"Jan 26, 2016",unknown,-
Associacao de Investigadores da Imagem em Movimento,10.14591,,"Mar 23, 2016",unknown,-
Associacao Educacional de Araras,10.18762,,"Mar 22, 2016",unknown,-
Associacao Educacional de Vitoria,10.5008,"Nov 12, 2009","Sep 02, 2015",unknown,-
Associacao Medica de Brasilia,10.14242,"Jul 31, 2013","Apr 02, 2014",unknown,-
Associacao Nacional de Programas de Pos-Graduacao em Ciencias Contabeis (ANPCONT),10.14392,"Oct 09, 2013","May 10, 2016","Jan 13, 2016",-
Associacao Paradigma - Centro de Ciencias e Tecnologia do Comportamento,10.18761,,"Feb 16, 2016",unknown,-
Associacao Portuguesa de Psicologia,10.17575,,"Mar 18, 2016",unknown,-
Associacao Portuguesa de Sistemas de Informacao,10.18803,,unknown,unknown,-
Associacao Portuguesa de Terapeutas da Fala (Portuguese Association of Speech Therapists),10.21281,,"May 03, 2016",unknown,-
Associacao Portuguesa dos Recursos Hidricos,10.5894,"Sep 06, 2011","May 09, 2016",unknown,-
Associacao Profissional de Conservadores-Restauradores de Portugal,10.14568,"Nov 26, 2013","Apr 20, 2016",unknown,-
Associacao Prudentina de Educacao e Cultura,10.5747,"Jul 14, 2011","Apr 28, 2016",unknown,-
Associacao Sergipana de Ciencia,10.14808,,"Apr 12, 2016",unknown,-
"Associated Management Consultants, PVT, Ltd.",10.17010,,"May 09, 2016",unknown,-
Associated Professional Sleep Societies,10.5665,"Apr 04, 2011","Apr 29, 2016",unknown,-
Associated Students of the University of Nevada's Nevada State Undergraduate Research Journal,10.15629,,"Apr 13, 2016",unknown,-
Associatio for Korea Culture Studies,10.17329,,unknown,unknown,-
Association Culturelle Franco-Coreenne,10.18022,,"Dec 02, 2015",unknown,-
Association for Applied Psychophysiology and Biofeedback,10.5298,"Jul 12, 2010","Apr 06, 2016",unknown,Yes
Association for Career and Technical Education Research,10.5328,"Aug 26, 2010","Apr 09, 2016",unknown,Yes
Association for Child and Adolescent Mental Health (ACAMH),10.13056,,unknown,unknown,-
Association for Computational Linguistics,10.3115,"Nov 21, 2006","Aug 09, 2015",unknown,Yes
Association for Computational Linguistics (ACL),10.18653,"Nov 21, 2006","Dec 15, 2015",unknown,-
Association for Computing Machinery,10.1145,"Jul 01, 2000","May 11, 2016","Oct 05, 2015",Yes
Association for Experimental Education,10.5193,"Aug 01, 2001",unknown,unknown,Yes
Association for Fire Ecology,10.4996,"Oct 22, 2009","Jul 24, 2015",unknown,-
Association for Information Systems,10.17705,,unknown,unknown,-
Association for International Tea Culture,10.21483,,unknown,unknown,-
Association for Korea Public Administration History,10.15856,,"Jun 29, 2015",unknown,-
Association for Library Collections & Technical Services,10.5730,"Jun 02, 2011",unknown,unknown,-
Association for Medical Education in Europe (AMEE),10.15694,,"Sep 29, 2015",unknown,-
Association for Natural Language Processing,10.5715,"Apr 19, 2011","Apr 24, 2016",unknown,Yes
Association for Promotion and Development of Maritime Industries,10.18048,,"Apr 01, 2016",unknown,-
Association for Research in Vision and Opthalmology,10.1167,"Jan 01, 2003","May 11, 2016",unknown,Yes
Association for Research of MPS and Rare Diseases,10.19125,,unknown,unknown,-
"Association for Slavic, East European, and Eurasian Studies",10.5612,"Mar 14, 2011","May 12, 2016","Dec 21, 2015",-
Association for Symbolic Logic,10.2178,"Dec 01, 2004","Jan 06, 2014",unknown,-
Association for the Advancement of Medical Instrumentation,10.2345,"Oct 04, 2005","May 10, 2016",unknown,Yes
Association for the Advancement of Psychological Science,10.5872,"Aug 09, 2011","Nov 18, 2015",unknown,-
Association for the Advancement of Restorative Medicine,10.14200,"Jul 08, 2013","Mar 30, 2016",unknown,-
Association for the Study of African American Life and History,10.5323,"Jul 27, 2010","May 11, 2016","Dec 21, 2015",-
Association for Vascular Access,10.2309,"Jul 22, 2005",unknown,"Sep 14, 2015",-
Association of American Geographers,10.14433,"Oct 30, 2013","Jun 25, 2015",unknown,-
Association of American Medical Colleges,10.15766,,"May 04, 2016",unknown,-
Association of Anaethetists of Great Britain and Ireland,10.21466,,unknown,unknown,-
Association of Asian Art History,10.15513,"Jun 02, 2014","Nov 05, 2015",unknown,-
Association of Basic Medical Sciences of FBIH,10.17305,,"May 11, 2016",unknown,-
Association of Biomolecular Resource Facilities,10.7171,"Feb 01, 2012","Apr 01, 2014",unknown,-
Association of Clinical Research Professionals,10.14524,"Nov 21, 2013",unknown,unknown,-
